id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
8578,0.95,0.58,5,133,3,0,0,0,technical,low
8579,0.67,0.67,3,183,3,0,0,0,accounting,medium
8580,0.56,0.58,4,258,3,0,0,0,sales,medium
8581,0.85,0.96,4,217,5,0,1,0,technical,low
8582,0.85,0.67,3,176,2,0,0,0,IT,medium
8583,0.83,0.99,4,223,5,0,1,0,accounting,medium
8584,0.81,0.68,3,151,3,0,0,0,accounting,low
8585,0.11,0.93,7,296,4,0,1,0,RandD,low
8586,0.86,0.49,4,251,2,0,0,0,technical,medium
8587,0.73,0.62,5,134,3,0,0,0,IT,high
8588,0.11,0.88,7,272,4,0,1,0,sales,medium
8589,0.49,0.58,3,265,3,0,0,0,support,low
8590,0.46,0.5,2,157,3,0,1,0,IT,low
8591,0.95,0.51,3,224,4,0,0,0,support,medium
8592,0.89,0.65,5,195,6,0,1,0,support,low
8593,0.74,0.8,4,200,4,0,0,0,product_mng,low
8594,0.56,1.0,3,141,2,1,0,0,product_mng,low
8595,0.74,0.51,4,185,2,1,0,0,support,low
8596,0.72,0.72,4,175,4,0,0,0,technical,low
8597,0.55,0.6,3,180,4,0,1,0,technical,medium
8598,0.78,0.87,4,264,3,0,0,0,accounting,medium
8599,0.69,0.97,5,105,4,0,0,0,sales,low
8600,0.32,0.55,4,167,5,0,0,0,support,medium
8601,0.09,0.77,6,290,4,0,1,0,technical,medium
8602,0.11,0.89,6,293,4,0,1,0,support,low
8603,0.11,0.95,6,245,4,0,1,0,management,low
8604,0.8,0.96,3,161,3,0,0,0,technical,low
8605,0.82,0.97,5,263,5,0,1,0,hr,medium
8606,0.62,0.87,3,151,2,1,0,0,hr,medium
8607,0.69,0.72,4,185,10,1,0,0,management,high
8608,0.57,0.58,3,192,3,0,0,0,technical,medium
8609,0.99,0.81,5,180,3,1,0,0,technical,medium
8610,0.73,0.5,3,208,2,0,0,0,sales,medium
8611,0.74,0.72,5,196,3,0,0,0,marketing,low
8612,0.47,0.5,4,254,4,0,1,0,sales,low
8613,0.24,0.89,5,142,4,0,0,0,support,medium
8614,0.6,0.59,5,146,4,0,0,0,accounting,low
8615,0.11,0.84,6,287,4,0,1,0,accounting,medium
8616,0.55,0.83,4,199,3,0,0,0,sales,low
8617,0.72,0.7,3,163,3,1,0,0,sales,medium
8618,0.98,0.77,5,223,2,1,0,0,support,medium
8619,0.97,0.5,3,188,3,1,0,0,sales,low
8620,0.23,0.5,2,150,6,0,0,0,accounting,low
8621,0.88,0.68,4,274,4,0,0,0,sales,medium
8622,0.8,0.7,4,246,3,0,0,1,marketing,low
8623,0.59,0.92,3,138,10,0,0,0,support,low
8624,0.98,0.69,3,150,2,0,0,0,sales,low
8625,0.79,0.89,5,239,5,0,1,0,sales,low
8626,0.72,0.88,3,189,3,1,0,0,management,high
8627,0.61,0.9,2,142,3,0,0,0,marketing,high
8628,0.21,0.53,3,229,5,0,0,0,accounting,medium
8629,0.42,0.5,2,139,3,0,1,0,hr,medium
8630,0.73,0.62,4,210,4,0,0,0,technical,medium
8631,0.56,0.79,5,248,3,0,0,0,sales,medium
8632,0.92,0.76,3,171,2,0,0,0,sales,medium
8633,0.73,0.73,5,249,3,0,0,0,technical,medium
8634,0.92,0.51,3,223,2,0,0,0,sales,medium
8635,0.59,0.65,3,226,3,0,0,0,support,medium
8636,0.81,0.62,3,187,3,0,0,0,technical,low
8637,0.83,0.64,4,210,3,0,0,0,management,medium
8638,0.89,0.82,4,243,5,0,1,0,sales,medium
8639,0.58,0.84,5,228,3,0,0,0,product_mng,medium
8640,0.82,0.51,5,232,3,0,0,0,marketing,medium
8641,0.93,0.74,4,201,3,1,0,0,IT,medium
8642,0.43,0.57,2,159,3,1,1,0,technical,low
8643,0.5,0.38,5,175,4,0,0,0,technical,high
8644,0.15,0.8,5,151,2,1,0,0,sales,low
8645,0.86,0.95,4,184,3,0,0,0,sales,low
8646,0.11,0.86,6,286,4,0,1,0,support,low
8647,0.89,0.82,4,243,5,0,1,0,sales,medium
8648,0.68,0.84,5,161,3,0,0,0,sales,low
8649,0.63,0.93,4,201,3,0,0,0,IT,low
8650,0.69,0.78,5,131,8,0,0,0,support,low
8651,0.46,0.53,2,129,3,0,1,0,technical,low
8652,0.14,0.43,2,238,3,0,0,0,hr,low
8653,0.49,0.6,2,113,5,0,0,0,IT,low
8654,0.98,0.56,3,139,2,1,0,0,support,low
8655,0.51,0.99,4,211,3,0,0,0,support,medium
8656,0.92,0.99,4,245,4,0,0,0,IT,medium
8657,0.98,0.38,4,140,6,0,0,0,accounting,medium
8658,0.74,0.54,4,167,2,0,0,0,sales,medium
8659,0.38,0.5,2,150,3,1,1,0,support,medium
8660,0.69,0.58,4,149,3,0,0,1,marketing,medium
8661,0.62,0.51,4,274,2,0,0,0,support,medium
8662,0.8,0.8,4,146,3,1,0,0,IT,low
8663,0.87,0.82,6,176,3,0,0,0,product_mng,low
8664,0.61,0.97,4,198,2,0,0,0,IT,high
8665,0.28,0.83,5,279,4,0,0,0,technical,medium
8666,0.72,0.71,3,242,2,0,0,0,technical,medium
8667,0.24,0.46,7,224,5,0,1,0,accounting,medium
8668,0.53,0.69,4,216,2,0,0,0,hr,low
8669,0.37,0.5,2,131,3,0,1,0,sales,medium
8670,0.82,0.85,3,214,2,0,0,0,support,high
8671,0.43,0.47,2,144,3,0,1,0,hr,medium
8672,0.83,0.53,5,182,2,1,0,0,technical,medium
8673,0.11,0.85,6,261,4,0,1,0,support,low
8674,0.66,0.99,3,228,2,0,0,0,technical,low
8675,0.76,0.58,3,262,2,0,0,0,sales,low
8676,0.81,0.73,4,272,2,0,0,0,sales,medium
8677,0.34,0.55,3,136,2,1,0,0,sales,medium
8678,0.78,0.6,4,143,2,0,0,1,sales,medium
8679,0.63,0.86,4,169,2,0,0,0,sales,high
8680,0.19,0.97,6,269,6,0,0,0,hr,medium
8681,0.23,0.79,5,196,5,1,0,0,support,low
8682,0.73,0.49,4,200,2,1,0,0,technical,low
8683,0.43,0.53,2,157,3,0,1,0,RandD,low
8684,0.42,0.52,2,141,3,1,1,0,sales,medium
8685,0.5,0.91,3,240,3,0,0,0,sales,low
8686,0.63,0.67,5,250,2,0,0,0,product_mng,low
8687,0.52,0.52,4,168,3,0,0,0,product_mng,medium
8688,0.68,0.7,5,168,2,0,0,0,accounting,medium
8689,0.37,0.48,2,129,3,0,1,0,IT,medium
8690,0.72,0.87,5,223,5,0,1,0,sales,low
8691,0.49,0.49,2,245,3,0,0,0,product_mng,low
8692,0.41,0.71,3,205,4,0,1,0,marketing,low
8693,0.46,0.52,2,148,3,0,1,0,RandD,low
8694,0.69,0.92,4,149,2,0,0,0,product_mng,medium
8695,0.48,0.61,3,251,3,0,0,0,support,medium
8696,0.54,0.75,4,199,2,0,0,0,management,medium
8697,0.96,1.0,3,137,4,1,0,0,marketing,low
8698,0.83,0.61,5,246,3,0,0,0,support,medium
8699,0.76,0.86,5,223,5,1,1,0,product_mng,medium
8700,0.66,0.66,3,225,3,0,0,0,technical,low
8701,0.71,0.92,3,202,4,0,0,0,technical,low
8702,0.77,0.67,3,186,2,0,0,0,technical,low
8703,0.23,0.9,5,234,3,1,0,0,sales,low
8704,0.65,0.74,4,228,2,1,0,0,IT,medium
8705,0.42,0.47,2,137,3,0,1,0,support,medium
8706,0.61,0.49,3,275,2,0,0,0,product_mng,low
8707,0.68,0.89,5,218,5,0,0,0,sales,low
8708,0.9,0.99,4,259,6,0,1,0,sales,medium
8709,0.82,0.7,3,149,2,0,0,0,sales,medium
8710,0.61,0.82,3,209,2,0,0,0,sales,low
8711,0.46,0.47,6,101,5,0,0,0,hr,low
8712,0.8,0.93,3,225,4,0,0,0,product_mng,low
8713,0.93,0.67,5,237,4,0,0,0,product_mng,low
8714,0.24,0.85,4,160,5,0,0,0,sales,low
8715,0.26,0.47,3,241,4,0,0,0,sales,low
8716,0.18,0.7,5,182,4,0,0,0,technical,low
8717,0.74,0.77,3,211,3,0,0,0,management,high
8718,0.1,0.83,6,295,4,0,1,0,product_mng,medium
8719,0.64,0.9,4,211,3,0,0,0,hr,medium
8720,0.09,0.83,6,286,4,0,1,0,hr,low
8721,0.86,0.89,4,136,4,0,0,0,technical,medium
8722,0.57,0.42,4,154,5,0,0,0,RandD,high
8723,0.97,0.89,5,265,2,0,0,0,IT,low
8724,0.51,1.0,5,196,4,0,0,0,sales,medium
8725,0.77,0.75,4,191,3,0,0,0,IT,medium
8726,0.73,0.99,4,152,4,0,0,0,technical,medium
8727,0.8,0.9,5,267,5,0,1,0,technical,medium
8728,0.61,0.89,3,242,10,0,0,0,sales,high
8729,0.36,0.54,2,153,3,0,1,0,accounting,medium
8730,0.11,0.81,5,287,4,0,1,0,sales,low
8731,0.8,0.98,3,189,6,0,0,0,IT,low
8732,0.76,0.97,3,271,3,0,0,0,sales,low
8733,0.54,0.83,3,201,3,0,0,0,accounting,high
8734,0.18,0.96,5,208,6,0,0,0,technical,medium
8735,0.11,0.97,6,277,4,0,1,0,product_mng,medium
8736,0.39,0.49,2,129,3,0,1,0,technical,medium
8737,0.7,0.79,4,194,3,0,0,0,sales,medium
8738,0.53,0.66,3,191,3,0,0,0,IT,high
8739,0.9,0.49,6,175,4,0,0,0,sales,low
8740,0.85,0.67,4,163,3,0,0,0,technical,low
8741,0.79,0.89,3,104,4,0,0,0,technical,low
8742,0.86,0.82,4,274,2,1,0,0,sales,low
8743,0.73,0.76,2,166,3,0,0,0,technical,low
8744,0.56,0.52,4,158,2,0,0,0,IT,low
8745,0.78,0.72,5,270,3,1,0,0,technical,low
8746,0.8,0.6,5,217,3,0,0,0,management,high
8747,0.98,0.55,3,166,6,1,0,0,sales,medium
8748,0.83,0.85,5,237,5,0,1,0,marketing,medium
8749,0.56,0.58,5,266,3,0,0,0,technical,low
8750,0.79,0.59,3,145,2,0,0,0,support,low
8751,0.45,0.57,2,148,3,0,1,0,marketing,high
8752,0.1,0.84,6,253,4,0,1,0,marketing,medium
8753,0.54,0.71,5,173,2,0,0,0,hr,low
8754,0.47,0.53,3,111,4,0,0,0,RandD,medium
8755,0.54,0.67,3,243,2,0,0,0,product_mng,medium
8756,0.45,0.55,2,151,3,0,1,0,IT,medium
8757,0.42,0.47,6,174,5,0,0,0,technical,low
8758,0.95,0.54,4,255,2,0,0,0,sales,low
8759,0.28,0.95,5,191,3,0,0,0,support,high
8760,0.15,0.56,6,140,5,0,0,0,support,medium
8761,0.86,0.63,3,271,2,0,0,0,sales,low
8762,0.36,0.55,2,152,3,0,1,0,IT,low
8763,0.86,0.62,4,186,3,0,0,0,product_mng,low
8764,0.74,0.59,2,257,4,1,0,0,sales,medium
8765,0.59,0.39,5,200,4,0,0,0,product_mng,medium
8766,0.38,0.44,3,137,3,0,0,0,sales,medium
8767,0.61,0.7,4,175,3,1,0,0,IT,medium
8768,0.69,0.66,4,178,3,0,0,0,RandD,low
8769,0.87,0.48,4,264,3,0,0,0,IT,medium
8770,0.82,0.59,5,143,2,1,0,0,technical,high
8771,0.48,0.69,4,222,2,0,0,0,technical,medium
8772,0.59,0.89,5,169,2,1,0,0,marketing,low
8773,0.71,0.71,4,221,3,0,0,0,technical,low
8774,0.41,0.57,2,136,3,0,1,0,support,low
8775,0.11,0.97,6,289,5,0,1,0,support,medium
8776,0.8,0.99,4,255,5,1,0,0,technical,low
8777,0.86,0.95,5,269,6,0,1,0,sales,medium
8778,0.85,0.95,5,236,5,0,1,0,hr,low
8779,0.58,0.79,5,197,3,0,0,0,RandD,medium
8780,0.79,1.0,4,218,5,0,1,0,sales,low
8781,0.11,0.93,6,294,4,0,1,0,sales,medium
8782,0.98,0.56,3,157,2,0,0,0,management,low
8783,0.81,0.6,4,179,3,0,0,0,product_mng,medium
8784,0.37,0.51,2,154,3,1,1,0,sales,low
8785,0.64,0.64,3,263,3,0,0,0,marketing,high
8786,0.4,0.85,4,198,2,0,0,0,hr,low
8787,0.96,0.9,4,246,3,0,0,0,support,low
8788,0.57,0.47,2,158,2,0,0,0,product_mng,medium
8789,0.37,0.63,4,167,3,0,0,0,IT,low
8790,0.53,0.5,5,159,2,0,0,0,IT,medium
8791,0.97,0.76,3,193,3,0,0,0,RandD,medium
8792,0.41,0.56,2,154,3,0,1,1,support,medium
8793,0.4,0.52,2,147,3,0,1,0,product_mng,medium
8794,0.57,0.59,2,111,2,0,0,0,management,high
8795,0.65,0.82,5,265,3,0,0,0,IT,low
8796,0.65,0.79,5,233,3,0,0,0,support,low
8797,0.66,0.95,5,192,7,0,0,0,sales,medium
8798,0.94,0.91,3,163,3,0,0,0,support,medium
8799,0.9,0.96,5,243,5,0,1,0,technical,medium
8800,0.11,0.95,7,300,4,0,1,0,management,medium
8801,0.14,0.83,5,175,6,1,0,0,IT,low
8802,0.84,0.36,6,256,5,0,0,0,sales,low
8803,0.57,0.55,2,173,2,0,0,0,RandD,low
8804,0.65,0.84,3,154,3,0,0,0,support,high
8805,0.85,0.81,2,223,3,1,0,0,product_mng,low
8806,0.55,0.55,4,191,4,0,0,0,product_mng,low
8807,0.8,0.89,2,166,3,0,0,0,technical,medium
8808,0.4,0.46,2,149,3,0,1,0,technical,medium
8809,0.39,0.45,2,140,3,0,1,0,sales,medium
8810,0.5,0.48,3,163,4,0,0,0,accounting,low
8811,1.0,0.55,4,186,4,1,0,0,technical,medium
8812,0.75,0.87,4,146,8,1,0,0,support,low
8813,0.96,0.85,4,247,3,0,0,0,sales,high
8814,0.59,0.87,4,183,2,0,0,0,sales,medium
8815,0.41,0.47,2,131,3,0,1,0,marketing,medium
8816,0.4,0.52,2,155,3,0,1,0,marketing,low
8817,0.21,0.81,4,227,5,0,0,0,marketing,medium
8818,0.68,0.41,4,254,5,0,0,0,product_mng,low
8819,0.81,0.95,3,204,2,0,0,0,product_mng,low
8820,0.37,0.45,2,151,3,0,1,0,support,low
8821,0.76,0.62,4,157,3,0,0,0,accounting,medium
8822,0.78,0.8,3,135,7,0,0,0,sales,medium
8823,0.11,0.74,6,290,5,0,1,0,technical,medium
8824,0.83,0.55,3,257,2,0,0,0,marketing,low
8825,0.82,0.85,4,223,5,0,1,0,technical,medium
8826,0.78,0.57,4,157,3,0,0,0,accounting,low
8827,0.53,0.49,4,192,2,0,0,0,support,low
8828,0.87,0.73,5,184,3,0,0,0,product_mng,low
8829,0.99,0.57,3,176,4,1,0,0,support,medium
8830,0.1,0.85,6,260,4,0,1,0,sales,low
8831,0.12,0.6,2,194,4,0,0,0,technical,medium
8832,0.82,0.54,3,243,4,0,0,0,support,low
8833,0.77,0.91,5,274,3,0,0,0,technical,low
8834,0.85,0.78,4,106,2,0,0,0,technical,low
8835,0.79,0.94,3,204,2,1,0,0,sales,low
8836,0.75,1.0,4,272,4,1,0,0,IT,medium
8837,0.37,0.41,6,101,3,0,0,0,product_mng,low
8838,1.0,0.61,4,198,2,0,0,0,management,low
8839,0.41,0.55,2,154,3,0,1,0,support,low
8840,0.43,0.55,2,130,3,0,1,0,support,high
8841,0.76,0.64,4,144,2,0,0,0,sales,high
8842,0.75,0.99,5,221,5,0,1,0,product_mng,low
8843,0.9,0.79,4,150,2,0,0,0,IT,low
8844,0.74,0.71,3,206,3,0,0,0,management,high
8845,0.56,0.59,4,164,3,0,0,1,support,medium
8846,0.59,0.95,5,254,2,0,0,0,technical,medium
8847,0.68,0.78,3,232,3,0,0,0,sales,low
8848,0.9,0.74,4,218,2,1,0,0,sales,medium
8849,0.61,0.5,4,269,3,0,0,0,IT,medium
8850,0.97,0.52,5,149,3,1,0,0,sales,medium
8851,0.73,0.99,6,206,5,0,1,0,sales,medium
8852,0.49,0.56,4,260,6,0,0,0,sales,low
8853,0.73,0.74,5,230,3,0,0,0,support,low
8854,0.61,0.46,3,171,3,0,0,0,IT,medium
8855,0.36,0.95,6,276,2,0,0,0,support,low
8856,0.64,0.66,3,218,3,0,0,0,technical,low
8857,0.39,0.49,2,146,3,0,1,0,sales,medium
8858,0.97,0.63,3,141,3,0,0,0,technical,medium
8859,0.1,0.81,7,291,4,0,1,0,sales,high
8860,0.95,0.66,5,192,3,0,0,0,marketing,medium
8861,0.71,0.72,3,271,2,0,0,0,support,low
8862,0.81,0.79,4,177,2,0,0,0,hr,high
8863,0.62,0.54,4,170,3,0,0,0,technical,medium
8864,0.76,0.53,6,281,3,0,0,0,product_mng,medium
8865,0.87,0.88,5,269,5,0,1,0,technical,low
8866,0.85,0.56,3,199,4,0,0,0,sales,low
8867,0.68,1.0,6,258,5,0,0,0,sales,low
8868,0.19,0.63,5,206,6,0,0,0,RandD,medium
8869,0.64,0.71,3,181,2,0,0,0,technical,low
8870,0.65,0.8,6,233,3,1,0,1,support,medium
8871,0.89,0.96,5,239,3,0,0,0,support,low
8872,0.28,0.45,6,218,4,0,1,0,accounting,low
8873,0.26,0.83,3,168,3,0,0,0,sales,low
8874,0.32,0.41,3,138,3,1,0,0,technical,medium
8875,0.19,0.8,5,203,6,0,0,0,product_mng,medium
8876,0.75,0.6,4,186,10,1,0,0,marketing,low
8877,0.73,0.67,4,205,3,0,0,0,technical,low
8878,0.4,0.56,2,148,3,0,1,0,support,low
8879,0.4,0.47,2,144,3,1,1,0,sales,low
8880,0.51,0.71,4,208,3,1,0,0,marketing,low
8881,0.65,0.95,2,180,2,0,0,0,product_mng,low
8882,0.4,0.49,2,128,3,0,1,0,sales,low
8883,0.69,0.54,4,180,3,0,0,0,marketing,medium
8884,0.56,0.54,4,191,2,1,0,1,sales,medium
8885,0.68,0.84,3,239,2,0,0,0,management,medium
8886,0.88,0.72,3,193,4,0,0,0,sales,low
8887,0.45,0.5,2,147,3,0,1,0,sales,low
8888,0.82,0.91,5,276,6,0,1,0,product_mng,medium
8889,0.73,0.86,3,200,4,0,0,0,technical,medium
8890,0.77,0.75,6,246,6,0,0,0,sales,low
8891,0.43,0.53,2,146,3,0,1,0,sales,medium
8892,0.92,0.99,5,236,4,0,0,0,sales,medium
8893,0.43,0.56,6,149,4,0,1,0,product_mng,low
8894,0.94,0.66,5,219,3,0,0,0,support,low
8895,0.38,0.55,2,151,3,0,1,0,sales,low
8896,0.76,0.8,3,202,3,0,0,0,product_mng,medium
8897,0.57,0.95,3,274,4,0,0,0,sales,low
8898,0.3,0.8,6,250,3,0,0,0,support,low
8899,0.41,0.46,2,160,3,0,1,1,sales,low
8900,0.93,0.95,6,147,3,0,0,0,technical,low
8901,0.56,0.74,3,265,3,0,0,0,support,medium
8902,0.96,0.88,4,165,2,0,0,0,technical,medium
8903,0.62,0.65,4,212,3,1,0,0,sales,medium
8904,0.99,0.9,4,175,3,1,0,0,sales,high
8905,0.66,0.98,4,163,3,1,0,0,sales,low
8906,0.89,0.97,4,147,2,0,0,0,technical,low
8907,0.77,0.76,2,216,3,1,0,0,accounting,medium
8908,0.76,0.57,3,148,3,1,0,0,support,low
8909,0.9,0.9,3,274,3,0,0,0,IT,low
8910,0.49,0.99,3,221,2,1,0,0,technical,medium
8911,0.55,0.48,3,162,3,0,0,1,management,high
8912,0.77,0.65,3,156,4,0,0,0,product_mng,medium
8913,0.11,0.8,6,286,4,0,1,0,sales,low
8914,0.19,0.72,4,102,3,0,0,0,sales,medium
8915,0.86,0.84,5,222,5,0,1,0,IT,low
8916,0.66,0.93,5,253,5,0,1,0,product_mng,low
8917,0.39,0.37,5,156,4,0,0,0,sales,medium
8918,0.56,0.85,3,265,10,1,0,0,management,low
8919,0.38,0.56,2,156,3,0,1,0,technical,low
8920,0.74,0.86,4,221,2,1,0,0,accounting,low
8921,0.4,0.55,2,159,3,0,1,0,sales,low
8922,0.81,0.52,4,274,3,0,0,0,technical,medium
8923,0.45,0.88,5,268,3,1,0,0,support,medium
8924,0.92,0.85,3,207,2,0,0,0,support,low
8925,0.73,0.93,5,162,4,0,1,0,technical,low
8926,0.41,0.53,2,157,3,0,1,0,accounting,low
8927,0.85,0.88,3,198,4,1,0,0,technical,medium
8928,0.61,0.81,4,134,3,0,0,0,sales,medium
8929,0.1,0.79,6,275,4,0,1,0,management,low
8930,0.36,0.5,2,132,3,0,1,0,management,low
8931,0.97,0.67,3,169,2,1,0,0,sales,medium
8932,0.14,0.83,5,153,5,1,0,0,sales,medium
8933,0.77,1.0,4,255,5,0,1,0,RandD,medium
8934,0.83,0.95,4,251,5,0,1,0,marketing,medium
8935,0.52,0.59,3,164,3,0,0,0,technical,medium
8936,0.96,0.86,4,268,3,0,0,0,accounting,low
8937,0.49,0.85,4,238,2,0,0,0,hr,medium
8938,0.11,0.8,7,296,4,0,1,0,sales,low
8939,0.93,0.59,3,202,2,0,0,0,hr,high
8940,0.71,0.5,3,201,2,0,0,0,sales,low
8941,0.4,0.53,2,158,3,0,1,0,sales,low
8942,0.65,0.69,4,153,3,0,0,0,product_mng,low
8943,0.3,0.76,5,224,2,0,0,0,product_mng,medium
8944,0.87,0.87,5,207,2,0,0,0,sales,high
8945,0.65,0.96,5,226,2,1,0,0,marketing,medium
8946,0.1,0.92,7,307,4,0,1,0,support,low
8947,0.5,0.82,3,133,2,1,0,0,product_mng,low
8948,0.72,0.84,5,257,5,0,1,0,technical,medium
8949,0.86,0.97,4,155,3,0,0,0,management,low
8950,0.39,0.57,2,158,3,0,1,0,technical,high
8951,0.89,0.83,5,130,4,1,1,0,support,medium
8952,0.7,0.89,3,183,5,0,1,0,support,low
8953,0.76,0.85,3,192,3,0,0,0,marketing,low
8954,0.71,0.87,4,238,3,0,0,0,sales,low
8955,0.11,0.92,7,265,4,0,1,0,technical,low
8956,0.34,0.6,4,114,3,0,0,0,technical,medium
8957,0.75,0.76,3,269,2,1,0,0,technical,medium
8958,0.2,0.51,2,163,2,0,0,0,product_mng,low
8959,0.11,0.78,7,278,4,0,1,0,sales,low
8960,0.49,0.66,5,194,3,0,0,0,sales,medium
8961,0.87,0.76,5,182,3,0,0,0,RandD,medium
8962,0.43,0.62,2,180,3,0,0,0,RandD,low
8963,0.36,0.55,2,134,3,0,1,0,support,low
8964,0.95,0.6,2,144,3,0,0,0,IT,high
8965,0.33,0.41,2,198,4,0,0,0,technical,medium
8966,0.37,0.52,2,144,3,0,1,0,sales,medium
8967,0.63,0.55,3,160,3,0,0,0,sales,low
8968,0.98,0.77,4,144,4,0,0,0,technical,medium
8969,0.67,0.87,3,177,4,0,0,0,sales,high
8970,0.83,0.61,4,262,4,0,0,0,accounting,low
8971,0.57,0.7,3,172,3,0,0,0,technical,low
8972,0.8,0.58,4,189,2,0,0,0,support,medium
8973,0.9,0.92,5,154,4,0,1,0,sales,low
8974,0.59,0.82,3,149,3,0,0,0,hr,low
8975,0.72,0.85,5,237,4,0,0,0,accounting,low
8976,0.46,0.54,2,144,3,0,1,0,sales,low
8977,0.49,0.63,3,181,3,1,0,0,product_mng,medium
8978,0.82,0.54,4,164,3,0,0,0,support,low
8979,0.63,0.73,5,168,3,0,0,0,technical,low
8980,0.54,0.81,5,261,6,0,0,0,RandD,medium
8981,0.57,0.92,6,267,4,0,0,0,sales,medium
8982,0.78,0.84,3,269,2,0,0,0,technical,medium
8983,0.81,0.5,4,231,3,1,0,0,technical,low
8984,0.84,0.56,3,266,3,0,0,0,hr,high
8985,0.84,0.55,3,135,3,0,0,0,hr,medium
8986,0.63,0.56,4,274,5,1,0,0,sales,low
8987,0.92,0.76,5,246,2,1,0,0,accounting,low
8988,0.76,0.89,5,262,5,0,1,0,sales,low
8989,0.5,0.72,3,182,2,1,0,0,product_mng,medium
8990,0.1,0.84,6,309,4,0,1,0,support,low
8991,0.73,0.9,4,266,3,0,0,0,sales,medium
8992,0.7,0.99,3,167,3,0,0,0,sales,low
8993,0.62,0.73,3,245,4,0,0,0,IT,low
8994,0.59,0.81,6,123,5,0,0,0,sales,medium
8995,0.93,0.73,4,168,2,0,0,0,product_mng,medium
8996,0.93,0.55,3,134,3,1,0,0,product_mng,low
8997,0.99,0.72,4,136,3,0,0,0,RandD,low
8998,0.65,0.56,3,142,3,0,0,0,sales,low
8999,0.85,0.78,5,263,2,1,0,0,technical,low
9000,0.54,0.75,3,260,2,0,0,0,technical,low
9001,0.93,0.86,4,192,4,0,0,0,IT,high
9002,0.99,0.81,4,246,3,1,0,0,product_mng,low
9003,0.88,1.0,5,219,6,1,1,0,technical,low
9004,0.64,0.73,3,142,3,0,0,0,marketing,low
9005,0.49,0.98,3,267,2,0,0,0,technical,low
9006,0.57,0.81,3,142,2,0,0,0,hr,medium
9007,0.5,1.0,5,264,8,0,0,1,accounting,high
9008,0.88,0.88,5,232,5,1,1,0,accounting,medium
9009,0.64,0.9,6,252,2,0,1,0,sales,low
9010,0.4,0.61,3,165,2,0,0,0,RandD,low
9011,0.57,0.99,3,222,3,1,0,1,management,low
9012,0.45,0.52,2,145,3,0,1,0,sales,medium
9013,0.65,0.79,5,266,3,0,0,0,marketing,medium
9014,0.5,0.82,3,213,3,0,0,0,sales,high
9015,0.97,0.52,4,231,3,0,0,0,sales,low
9016,0.87,0.87,5,207,2,0,0,0,sales,high
9017,0.96,0.9,5,198,2,0,0,0,sales,medium
9018,0.11,0.83,6,244,4,0,1,0,accounting,low
9019,0.42,0.54,2,130,3,0,1,0,support,medium
9020,0.66,0.56,2,104,3,1,0,0,support,medium
9021,0.97,0.55,5,212,6,0,0,0,sales,high
9022,0.69,0.6,3,139,2,0,0,0,marketing,low
9023,0.54,0.51,2,176,3,0,0,0,support,high
9024,0.83,0.95,5,221,5,0,1,0,technical,medium
9025,0.68,0.61,4,227,3,0,0,0,technical,medium
9026,0.85,0.66,5,189,3,0,0,0,sales,medium
9027,0.85,0.57,4,150,3,0,0,1,sales,high
9028,0.44,0.54,2,151,3,0,1,0,management,low
9029,0.65,0.54,4,147,10,0,0,0,sales,low
9030,0.54,0.63,3,174,3,0,0,0,marketing,low
9031,0.41,0.51,2,127,3,0,1,0,support,medium
9032,0.71,0.61,2,198,2,1,0,0,marketing,low
9033,0.55,0.9,3,181,3,1,0,0,RandD,low
9034,0.66,0.84,3,211,4,0,0,0,RandD,high
9035,0.78,0.66,3,164,3,0,1,0,sales,low
9036,0.43,0.51,5,168,4,0,0,0,product_mng,medium
9037,0.1,0.93,6,270,4,0,1,0,sales,low
9038,0.37,0.54,2,157,3,0,1,0,support,low
9039,0.41,0.47,2,131,3,0,1,0,marketing,medium
9040,0.55,0.99,4,248,3,0,0,0,IT,low
9041,0.7,0.74,4,247,2,0,0,0,sales,low
9042,0.99,0.79,4,192,3,0,0,0,hr,low
9043,0.89,0.68,4,146,3,0,0,0,sales,low
9044,0.61,0.49,3,275,2,0,0,0,product_mng,low
9045,0.32,0.37,3,167,3,0,0,0,accounting,medium
9046,0.53,0.8,3,175,3,0,0,0,IT,low
9047,0.52,0.61,4,187,4,1,0,0,sales,medium
9048,0.89,0.85,5,266,5,0,1,0,sales,low
9049,0.85,0.79,4,138,2,0,0,0,technical,medium
9050,0.93,0.96,3,268,4,0,0,0,technical,low
9051,0.94,0.48,4,218,3,0,0,0,marketing,medium
9052,0.94,0.58,4,216,3,0,0,0,management,low
9053,0.15,0.67,6,167,6,0,0,0,sales,low
9054,0.54,0.59,4,202,3,0,0,0,IT,low
9055,0.95,0.99,5,251,4,0,0,0,product_mng,low
9056,0.87,0.9,5,258,5,0,1,0,support,low
9057,0.69,0.91,5,205,2,0,0,0,IT,low
9058,0.51,0.53,3,237,3,0,0,0,hr,medium
9059,0.4,0.54,2,137,3,0,1,0,marketing,medium
9060,0.56,0.5,3,156,3,1,0,0,sales,medium
9061,0.69,0.61,5,229,3,0,0,0,technical,medium
9062,0.36,0.77,4,252,2,0,0,0,management,medium
9063,0.9,0.79,4,236,3,1,0,0,technical,medium
9064,0.62,0.72,3,149,3,1,0,0,marketing,medium
